전라남도 신안군 암태면,암태면,4402293.139749238,6250116.355729175
전라남도 신안군 암태면 당사리,당사리,4412711.887709253,6252976.396231045
전라남도 신안군 암태면 신석리,신석리,4406110.6318463255,6252009.830111245
전라남도 신안군 암태면 송곡리,송곡리,4405176.479673695,6250479.481929848
전라남도 신안군 암태면 기동리,기동리,4402091.059331902,6251167.435020094
전라남도 신안군 암태면 오상리,오상리,4399753.1773170885,6252193.9047730565
전라남도 신안군 암태면 단고리,단고리,4401622.4221285,6250152.398905187
전라남도 신안군 암태면 와촌리,와촌리,4401024.954658026,6248964.44152029
전라남도 신안군 암태면 수곡리,수곡리,4398476.214371029,6250214.520515148
전라남도 신안군 암태면 도창리,도창리,4400110.809529991,6250351.576071335
전라남도 신안군 팔금면,팔금면,4404229.927933134,6246678.596539239
전라남도 신안군 팔금면 당고리,당고리,4407503.2121339245,6245831.619349891
전라남도 신안군 팔금면 이목리,이목리,4406936.415107547,6248621.837519876
전라남도 신안군 팔금면 진고리,진고리,4405323.442326235,6245673.293962374
전라남도 신안군 팔금면 읍리,읍리,4404018.856252274,6247046.393751786
전라남도 신안군 팔금면 원산리,원산리,4400691.462773599,6247530.479719853
전라남도 신안군 팔금면 장촌리,장촌리,4403663.280934209,6245749.500789071
전라남도 신안군 팔금면 대심리,대심리,4402997.872534661,6246375.160124196
전라남도 신안군 안좌면,안좌면,4401206.55863082,6245124.853985464
전라남도 신안군 안좌면 마진리,마진리,4400876.021603132,6245801.281595922
전라남도 신안군 안좌면 읍동리,읍동리,4401404.086038187,6244620.870610775
전라남도 신안군 안좌면 시서리,시서리,4398953.526433043,6246082.137913855
전라남도 신안군 안좌면 한운리,한운리,4396834.724294143,6246390.59753281
전라남도 신안군 안좌면 내호리,내호리,4395531.313156646,6244856.822176139
전라남도 신안군 안좌면 방월리,방월리,4397137.628001299,6245306.478921809
전라남도 신안군 안좌면 대우리,대우리,4398405.006263041,6244857.1798248235
전라남도 신안군 안좌면 신촌리,신촌리,4399412.027089957,6245127.683288107
전라남도 신안군 안좌면 마명리,마명리,4399179.775674763,6243733.033335099
전라남도 신안군 안좌면 구대리,구대리,4398092.324847346,6243564.964619972
전라남도 신안군 안좌면 반월리,반월리,4397038.597292287,6242188.870892989
전라남도 신안군 안좌면 박지리,박지리,4399665.582558759,6241993.291937721
전라남도 신안군 안좌면 소곡리,소곡리,4399489.3042946085,6243082.801579489
전라남도 신안군 안좌면 창마리,창마리,4400531.564319647,6244186.304070453
전라남도 신안군 안좌면 대척리,대척리,4402160.247679988,6243878.141740945
전라남도 신안군 안좌면 남강리,남강리,4401311.703830846,6243154.682161721
전라남도 신안군 안좌면 여흘리,여흘리,4403260.453837665,6242944.475737073
전라남도 신안군 안좌면 향목리,향목리,4402590.353700591,6242288.593889142
전라남도 신안군 안좌면 존포리,존포리,4402676.212338618,6241362.314748367
전라남도 신안군 안좌면 자라리,자라리,4405876.103773052,6239670.249398615
전라남도 신안군 안좌면 복호리,복호리,4403731.243237438,6240897.962995709
전라남도 신안군 안좌면 대리,대리,4404285.53604757,6241473.539989858
전라남도 신안군 안좌면 산두리,산두리,4405330.48779553,6242418.8003070485
전라남도 신안군 안좌면 탄동리,탄동리,4405091.095994012,6243409.106500783
전라남도 신안군 안좌면 금산리,금산리,4404446.255298571,6244037.4272296
전라남도 신안군 장산면,장산면,4399941.983801771,6237107.370247742
전라남도 신안군 장산면 마진도리,마진도리,4405357.311126051,6234470.728231457
전라남도 신안군 장산면 다수리,다수리,4399173.195839319,6235973.818407878
전라남도 신안군 장산면 팽진리,팽진리,4402809.5652528275,6234493.574558378
전라남도 신안군 장산면 공수리,공수리,4402560.566461964,6237067.9218687285
전라남도 신안군 장산면 도창리,도창리,4400111.800262326,6237234.983182323
전라남도 신안군 장산면 대리,대리,4398504.596416963,6236777.191101382
전라남도 신안군 장산면 오음리,오음리,4395736.32465891,6238180.87856393
전라남도 신안군 신의면,신의면,4391082.377849124,6234556.293638348
전라남도 신안군 신의면 고평사도리,고평사도리,4397272.909564581,6231677.578009718
전라남도 신안군 신의면 하태동리,하태동리,4388249.115876462,6232906.753646302
전라남도 신안군 신의면 하태서리,하태서리,4384677.163770409,6232214.407913076
전라남도 신안군 신의면 상태동리,상태동리,4391427.524630856,6234514.789389135
전라남도 신안군 신의면 상태서리,상태서리,4392383.149344826,6238049.838672076
전라남도 신안군 하의면,하의면,4386075.745906775,6237115.303264236
전라남도 신안군 하의면 옥도리,옥도리,4392432.025677612,6241296.606637088
전라남도 신안군 하의면 능산리,능산리,4378705.624874955,6237747.816795741
전라남도 신안군 하의면 후광리,후광리,4388942.774329761,6239923.945491702
전라남도 신안군 하의면 대리,대리,4384506.509785251,6237644.3896026
전라남도 신안군 하의면 오림리,오림리,4386901.588592222,6235241.032261317
전라남도 신안군 하의면 어은리,어은리,4384182.154336335,6235674.254524105
전라남도 신안군 하의면 웅곡리,웅곡리,4386293.516534818,6236600.335665303
전라남도 신안군 흑산면,흑산면,4321236.019187359,6253955.641347981
전라남도 신안군 흑산면 다물도리,다물도리,4324591.298404718,6257403.444021635
전라남도 신안군 흑산면 만재도리,만재도리,4310239.09017975,6222675.359026506
전라남도 신안군 흑산면 가거도리,가거도리,4266441.426794633,6221417.827287733
전라남도 신안군 흑산면 수리,수리,4327006.322031399,6256602.936355041
전라남도 신안군 흑산면 태도리,태도리,4297216.574311554,6237610.977159095
전라남도 신안군 흑산면 홍도리,홍도리,4296672.683568425,6258398.459315445
